Log_ID,Equipment_ID,Base_ID,Service_Date,Service_Type,Technician_Rank,Labor_Hours,Parts_Replaced,Cost_INR,Downtime_Days
ML-5680,EQ-1223,B03,2026-01-04,Routine Preventive,Naik Mech,4,"Alternator, Belt Drive",36317,1
ML-5681,EQ-1223,B03,2025-10-17,Emergency Repair,Havildar Tech,12,"Tire Assembly, Hub Bearing",41434,1
ML-5682,EQ-1224,B04,2026-06-18,Emergency Repair,Subedar Tech,4,"Brake Pads, Hydraulic Line",13664,5
ML-5683,EQ-1224,B04,2026-04-24,Corrective Repair,Naik Mech,4,"Sensors, Wiring Harness",14737,3
ML-5684,EQ-1224,B04,2026-02-17,Routine Preventive,Havildar Tech,4,"Sensors, Wiring Harness",11999,1
ML-5685,EQ-1224,B04,2025-12-16,Corrective Repair,Havildar Tech,24,"Brake Pads, Hydraulic Line",16266,2
ML-5686,EQ-1225,B05,2026-06-22,Routine Preventive,Havildar Tech,8,"Radiator Core, Coolant",15148,1
ML-5687,EQ-1225,B05,2026-04-19,Routine Preventive,Sergeant,48,"Tire Assembly, Hub Bearing",13451,1
ML-5688,EQ-1226,B06,2026-06-07,Emergency Repair,Sergeant,16,"Tire Assembly, Hub Bearing",35166,2
ML-5689,EQ-1226,B06,2026-03-10,Routine Preventive,Sergeant,4,"Starter Motor, Battery",39885,1
ML-5690,EQ-1226,B06,2026-01-07,Corrective Repair,Sergeant,24,"Sensors, Wiring Harness",34675,1
ML-5691,EQ-1227,B01,2026-05-16,Oil & Filter Overhaul,Naik Mech,6,"Radiator Core, Coolant",60614,1
ML-5692,EQ-1227,B01,2026-02-18,Corrective Repair,Sergeant,24,"Starter Motor, Battery",55037,5
ML-5693,EQ-1227,B01,2025-11-10,Routine Preventive,Warrant Officer,12,"Oil Filter, Gaskets",49291,1
ML-5694,EQ-1227,B01,2025-08-26,Corrective Repair,Naik Mech,4,"Injector Nozzle, Fuel Filter",65976,1
ML-5695,EQ-1228,B01,2026-06-24,Corrective Repair,Warrant Officer,16,"Sensors, Wiring Harness",26226,1
ML-5696,EQ-1228,B01,2026-05-13,Pre-Mission Inspection,Sergeant,4,"Alternator, Belt Drive",26041,1
ML-5697,EQ-1229,B01,2026-07-12,Emergency Repair,Havildar Tech,24,"Brake Pads, Hydraulic Line",69393,1
ML-5698,EQ-1229,B01,2026-06-12,Emergency Repair,Subedar Tech,6,"Starter Motor, Battery",84485,3
ML-5699,EQ-1229,B01,2026-05-09,Routine Preventive,Warrant Officer,24,"Radiator Core, Coolant",76881,1
ML-5700,EQ-1230,B07,2026-07-22,Corrective Repair,Warrant Officer,6,"Sensors, Wiring Harness",70382,3
ML-5701,EQ-1230,B07,2026-06-15,Pre-Mission Inspection,Subedar Tech,16,"Sensors, Wiring Harness",69772,1
ML-5702,EQ-1230,B07,2026-05-12,Routine Preventive,Sergeant,24,"Brake Pads, Hydraulic Line",78358,1
ML-5703,EQ-1230,B07,2026-04-14,Emergency Repair,Subedar Tech,8,"Starter Motor, Battery",80465,1
ML-5704,EQ-1231,B08,2026-06-16,Emergency Repair,Sergeant,48,"Sensors, Wiring Harness",118202,1
ML-5705,EQ-1231,B08,2026-04-05,Emergency Repair,Havildar Tech,8,"Brake Pads, Hydraulic Line",80016,3
ML-5706,EQ-1232,B01,2026-06-11,Oil & Filter Overhaul,Naik Mech,24,"Radiator Core, Coolant",12938,1
ML-5707,EQ-1232,B01,2026-04-14,Oil & Filter Overhaul,Subedar Tech,12,"Oil Filter, Gaskets",15197,1
ML-5708,EQ-1232,B01,2026-02-21,Corrective Repair,Havildar Tech,48,"Sensors, Wiring Harness",10646,7
ML-5709,EQ-1232,B01,2025-12-23,Oil & Filter Overhaul,Warrant Officer,8,"Starter Motor, Battery",16599,1
ML-5710,EQ-1233,B04,2026-07-06,Corrective Repair,Sergeant,8,"Starter Motor, Battery",30092,7
ML-5711,EQ-1233,B04,2026-05-09,Oil & Filter Overhaul,Sergeant,12,"Brake Pads, Hydraulic Line",20819,1
ML-5712,EQ-1233,B04,2026-03-27,Emergency Repair,Sergeant,12,"Brake Pads, Hydraulic Line",22618,2
ML-5713,EQ-1234,B02,2026-06-22,Pre-Mission Inspection,Sergeant,8,"Starter Motor, Battery",16094,1
ML-5714,EQ-1234,B02,2026-04-23,Pre-Mission Inspection,Warrant Officer,12,"Sensors, Wiring Harness",15052,1
ML-5715,EQ-1234,B02,2026-02-17,Routine Preventive,Havildar Tech,4,"Alternator, Belt Drive",12161,1
ML-5716,EQ-1235,B01,2026-07-06,Pre-Mission Inspection,Warrant Officer,12,"Oil Filter, Gaskets",60275,1
ML-5717,EQ-1235,B01,2026-06-14,Emergency Repair,Warrant Officer,8,"Starter Motor, Battery",57634,2
ML-5718,EQ-1235,B01,2026-05-06,Pre-Mission Inspection,Subedar Tech,24,"Oil Filter, Gaskets",62363,1
ML-5719,EQ-1235,B01,2026-04-16,Oil & Filter Overhaul,Sergeant,24,"Brake Pads, Hydraulic Line",69831,1
ML-5720,EQ-1236,B03,2026-06-19,Oil & Filter Overhaul,Warrant Officer,16,"Sensors, Wiring Harness",118582,1
ML-5721,EQ-1236,B03,2026-04-10,Emergency Repair,Havildar Tech,48,"Sensors, Wiring Harness",118547,7
ML-5722,EQ-1236,B03,2026-02-15,Routine Preventive,Naik Mech,6,"Sensors, Wiring Harness",85450,1
ML-5723,EQ-1236,B03,2025-12-16,Oil & Filter Overhaul,Warrant Officer,16,"Oil Filter, Gaskets",107418,1
ML-5724,EQ-1237,B05,2026-07-04,Pre-Mission Inspection,Warrant Officer,4,"Radiator Core, Coolant",32874,1
ML-5725,EQ-1237,B05,2026-05-21,Routine Preventive,Havildar Tech,12,"Starter Motor, Battery",28676,1
ML-5726,EQ-1237,B05,2026-04-03,Emergency Repair,Havildar Tech,8,"Injector Nozzle, Fuel Filter",25635,5
ML-5727,EQ-1238,B07,2026-06-24,Oil & Filter Overhaul,Sergeant,24,"Sensors, Wiring Harness",33599,1
ML-5728,EQ-1238,B07,2026-05-21,Emergency Repair,Havildar Tech,4,"Injector Nozzle, Fuel Filter",21712,5
ML-5729,EQ-1238,B07,2026-03-24,Routine Preventive,Sergeant,48,"Tire Assembly, Hub Bearing",31190,1
ML-5730,EQ-1239,B06,2026-07-07,Oil & Filter Overhaul,Sergeant,16,"Alternator, Belt Drive",33335,1
ML-5731,EQ-1239,B06,2026-05-20,Corrective Repair,Subedar Tech,24,"Oil Filter, Gaskets",25984,1
ML-5732,EQ-1240,B08,2026-07-05,Oil & Filter Overhaul,Naik Mech,6,"Radiator Core, Coolant",28348,1
ML-5733,EQ-1240,B08,2026-05-06,Oil & Filter Overhaul,Warrant Officer,16,"Alternator, Belt Drive",25970,1
ML-5734,EQ-1241,B04,2026-06-14,Routine Preventive,Sergeant,12,"Sensors, Wiring Harness",17448,1
ML-5735,EQ-1241,B04,2026-04-18,Pre-Mission Inspection,Warrant Officer,4,"Brake Pads, Hydraulic Line",11157,1
ML-5736,EQ-1242,B01,2026-06-22,Corrective Repair,Subedar Tech,4,"Oil Filter, Gaskets",23977,5
ML-5737,EQ-1242,B01,2026-05-20,Emergency Repair,Sergeant,24,"Sensors, Wiring Harness",24956,2
ML-5738,EQ-1242,B01,2026-04-02,Corrective Repair,Naik Mech,16,"Injector Nozzle, Fuel Filter",20525,5
ML-5739,EQ-1243,B04,2026-06-15,Emergency Repair,Subedar Tech,4,"Alternator, Belt Drive",14994,1
ML-5740,EQ-1243,B04,2026-04-05,Routine Preventive,Naik Mech,24,"Starter Motor, Battery",11171,1
ML-5741,EQ-1244,B04,2026-06-18,Emergency Repair,Sergeant,24,"Oil Filter, Gaskets",16887,3
ML-5742,EQ-1244,B04,2026-04-18,Pre-Mission Inspection,Warrant Officer,24,"Oil Filter, Gaskets",17460,1
ML-5743,EQ-1244,B04,2026-02-19,Corrective Repair,Havildar Tech,48,"Starter Motor, Battery",15262,3
ML-5744,EQ-1244,B04,2025-12-22,Emergency Repair,Warrant Officer,4,"Sensors, Wiring Harness",14156,2
ML-5745,EQ-1245,B03,2026-06-09,Oil & Filter Overhaul,Subedar Tech,4,"Tire Assembly, Hub Bearing",11020,1
ML-5746,EQ-1245,B03,2026-04-14,Emergency Repair,Subedar Tech,8,"Injector Nozzle, Fuel Filter",11361,1
ML-5747,EQ-1245,B03,2026-02-21,Pre-Mission Inspection,Sergeant,6,"Brake Pads, Hydraulic Line",13586,1
ML-5748,EQ-1245,B03,2025-12-22,Corrective Repair,Subedar Tech,12,"Oil Filter, Gaskets",13448,2
ML-5749,EQ-1246,B03,2026-05-17,Corrective Repair,Subedar Tech,12,"Tire Assembly, Hub Bearing",43936,5
ML-5750,EQ-1246,B03,2026-02-08,Corrective Repair,Havildar Tech,24,"Sensors, Wiring Harness",59966,1
ML-5751,EQ-1246,B03,2025-11-26,Corrective Repair,Havildar Tech,8,"Oil Filter, Gaskets",44129,3
ML-5752,EQ-1247,B03,2026-06-19,Corrective Repair,Warrant Officer,6,"Brake Pads, Hydraulic Line",28775,1
ML-5753,EQ-1247,B03,2026-05-17,Routine Preventive,Sergeant,6,"Sensors, Wiring Harness",33473,1
ML-5754,EQ-1247,B03,2026-04-04,Emergency Repair,Sergeant,4,"Sensors, Wiring Harness",21600,3
ML-5755,EQ-1247,B03,2026-02-04,Emergency Repair,Warrant Officer,6,"Radiator Core, Coolant",33337,1
ML-5756,EQ-1248,B04,2026-07-06,Oil & Filter Overhaul,Subedar Tech,24,"Injector Nozzle, Fuel Filter",29230,1
ML-5757,EQ-1248,B04,2026-05-14,Corrective Repair,Subedar Tech,16,"Radiator Core, Coolant",30206,2
ML-5758,EQ-1249,B04,2026-06-23,Pre-Mission Inspection,Subedar Tech,12,"Alternator, Belt Drive",11503,1
ML-5759,EQ-1249,B04,2026-04-14,Emergency Repair,Havildar Tech,24,"Brake Pads, Hydraulic Line",13708,5
ML-5760,EQ-1250,B03,2026-05-23,Corrective Repair,Naik Mech,12,"Alternator, Belt Drive",43474,1
ML-5761,EQ-1250,B03,2026-03-21,Pre-Mission Inspection,Warrant Officer,16,"Oil Filter, Gaskets",39594,1
ML-5762,EQ-1250,B03,2025-12-25,Oil & Filter Overhaul,Naik Mech,16,"Alternator, Belt Drive",42135,1
ML-5763,EQ-1251,B02,2026-06-13,Corrective Repair,Warrant Officer,24,"Alternator, Belt Drive",12856,7
ML-5764,EQ-1251,B02,2026-04-16,Oil & Filter Overhaul,Naik Mech,4,"Oil Filter, Gaskets",12856,1
ML-5765,EQ-1251,B02,2026-02-16,Emergency Repair,Subedar Tech,4,"Brake Pads, Hydraulic Line",11840,7
ML-5766,EQ-1251,B02,2025-12-09,Oil & Filter Overhaul,Subedar Tech,12,"Starter Motor, Battery",12042,1
ML-5767,EQ-1252,B02,2026-07-07,Emergency Repair,Warrant Officer,12,"Starter Motor, Battery",22294,1
ML-5768,EQ-1252,B02,2026-05-09,Pre-Mission Inspection,Havildar Tech,48,"Oil Filter, Gaskets",22212,1
ML-5769,EQ-1253,B03,2026-06-09,Pre-Mission Inspection,Havildar Tech,4,"Alternator, Belt Drive",11687,1
ML-5770,EQ-1253,B03,2026-04-25,Routine Preventive,Sergeant,4,"Alternator, Belt Drive",16296,1
ML-5771,EQ-1253,B03,2026-02-11,Corrective Repair,Warrant Officer,6,"Oil Filter, Gaskets",11600,5
ML-5772,EQ-1254,B01,2026-06-29,Corrective Repair,Subedar Tech,24,"Sensors, Wiring Harness",28314,7
ML-5773,EQ-1254,B01,2026-05-16,Emergency Repair,Subedar Tech,4,"Alternator, Belt Drive",24998,3
ML-5774,EQ-1254,B01,2026-04-08,Corrective Repair,Subedar Tech,48,"Injector Nozzle, Fuel Filter",30812,2
ML-5775,EQ-1254,B01,2026-02-12,Routine Preventive,Havildar Tech,48,"Tire Assembly, Hub Bearing",26296,1
ML-5776,EQ-1255,B04,2026-05-27,Pre-Mission Inspection,Sergeant,16,"Tire Assembly, Hub Bearing",39172,1
ML-5777,EQ-1255,B04,2026-03-19,Pre-Mission Inspection,Sergeant,16,"Sensors, Wiring Harness",36092,1
ML-5778,EQ-1255,B04,2026-01-03,Routine Preventive,Naik Mech,6,"Radiator Core, Coolant",42047,1
ML-5779,EQ-1256,B08,2026-06-20,Oil & Filter Overhaul,Havildar Tech,4,"Sensors, Wiring Harness",13220,1
ML-5780,EQ-1256,B08,2026-04-22,Pre-Mission Inspection,Naik Mech,4,"Tire Assembly, Hub Bearing",15181,1
ML-5781,EQ-1256,B08,2026-02-24,Corrective Repair,Havildar Tech,6,"Brake Pads, Hydraulic Line",11634,1
ML-5782,EQ-1256,B08,2025-12-08,Corrective Repair,Warrant Officer,12,"Injector Nozzle, Fuel Filter",16338,2
ML-5783,EQ-1257,B05,2026-06-23,Corrective Repair,Subedar Tech,6,"Sensors, Wiring Harness",24439,1
ML-5784,EQ-1257,B05,2026-05-09,Emergency Repair,Sergeant,6,"Starter Motor, Battery",25383,1
ML-5785,EQ-1257,B05,2026-04-03,Emergency Repair,Warrant Officer,48,"Brake Pads, Hydraulic Line",25578,3
ML-5786,EQ-1257,B05,2026-02-04,Corrective Repair,Havildar Tech,48,"Sensors, Wiring Harness",28872,3
ML-5787,EQ-1258,B04,2026-06-06,Routine Preventive,Havildar Tech,48,"Tire Assembly, Hub Bearing",10933,1
ML-5788,EQ-1258,B04,2026-04-15,Oil & Filter Overhaul,Subedar Tech,8,"Oil Filter, Gaskets",11265,1
ML-5789,EQ-1258,B04,2026-02-12,Oil & Filter Overhaul,Naik Mech,8,"Sensors, Wiring Harness",14063,1
ML-5790,EQ-1258,B04,2025-12-23,Pre-Mission Inspection,Naik Mech,24,"Brake Pads, Hydraulic Line",12902,1
ML-5791,EQ-1259,B01,2026-07-05,Emergency Repair,Naik Mech,48,"Radiator Core, Coolant",74912,3
ML-5792,EQ-1259,B01,2026-06-15,Routine Preventive,Warrant Officer,48,"Sensors, Wiring Harness",64986,1
ML-5793,EQ-1259,B01,2026-05-18,Corrective Repair,Sergeant,16,"Brake Pads, Hydraulic Line",59820,5
ML-5794,EQ-1259,B01,2026-04-22,Pre-Mission Inspection,Havildar Tech,6,"Alternator, Belt Drive",80141,1
ML-5795,EQ-1260,B04,2026-05-14,Pre-Mission Inspection,Naik Mech,12,"Sensors, Wiring Harness",63477,1
ML-5796,EQ-1260,B04,2026-02-10,Oil & Filter Overhaul,Havildar Tech,48,"Radiator Core, Coolant",50481,1
ML-5797,EQ-1261,B05,2026-07-07,Routine Preventive,Havildar Tech,12,"Tire Assembly, Hub Bearing",25005,1
ML-5798,EQ-1261,B05,2026-05-20,Corrective Repair,Warrant Officer,12,"Sensors, Wiring Harness",30059,3
ML-5799,EQ-1261,B05,2026-04-08,Corrective Repair,Warrant Officer,16,"Tire Assembly, Hub Bearing",24588,1
ML-5800,EQ-1261,B05,2026-02-16,Emergency Repair,Naik Mech,16,"Injector Nozzle, Fuel Filter",26400,2
ML-5801,EQ-1262,B02,2026-06-22,Emergency Repair,Sergeant,24,"Tire Assembly, Hub Bearing",12676,2
ML-5802,EQ-1262,B02,2026-04-17,Emergency Repair,Subedar Tech,4,"Brake Pads, Hydraulic Line",11890,3
ML-5803,EQ-1262,B02,2026-02-19,Emergency Repair,Sergeant,12,"Tire Assembly, Hub Bearing",11990,2
ML-5804,EQ-1263,B08,2026-05-10,Oil & Filter Overhaul,Sergeant,4,"Sensors, Wiring Harness",63617,1
ML-5805,EQ-1263,B08,2026-02-24,Emergency Repair,Sergeant,48,"Injector Nozzle, Fuel Filter",66889,1
ML-5806,EQ-1264,B01,2026-07-11,Pre-Mission Inspection,Subedar Tech,8,"Sensors, Wiring Harness",66694,1
ML-5807,EQ-1264,B01,2026-06-21,Oil & Filter Overhaul,Naik Mech,12,"Sensors, Wiring Harness",84288,1
ML-5808,EQ-1264,B01,2026-05-08,Emergency Repair,Subedar Tech,16,"Sensors, Wiring Harness",72985,5
ML-5809,EQ-1265,B04,2026-07-03,Emergency Repair,Warrant Officer,4,"Radiator Core, Coolant",31703,5
ML-5810,EQ-1265,B04,2026-05-25,Pre-Mission Inspection,Subedar Tech,48,"Starter Motor, Battery",32802,1
ML-5811,EQ-1266,B02,2026-07-02,Pre-Mission Inspection,Warrant Officer,12,"Starter Motor, Battery",27735,1
ML-5812,EQ-1266,B02,2026-05-24,Corrective Repair,Warrant Officer,16,"Sensors, Wiring Harness",30977,2
ML-5813,EQ-1266,B02,2026-03-29,Emergency Repair,Naik Mech,16,"Injector Nozzle, Fuel Filter",32335,1
ML-5814,EQ-1267,B05,2026-06-06,Emergency Repair,Subedar Tech,24,"Injector Nozzle, Fuel Filter",13254,2
ML-5815,EQ-1267,B05,2026-04-18,Corrective Repair,Sergeant,6,"Alternator, Belt Drive",15111,2
ML-5816,EQ-1268,B05,2026-06-13,Routine Preventive,Warrant Officer,6,"Sensors, Wiring Harness",114919,1
ML-5817,EQ-1268,B05,2026-04-25,Corrective Repair,Warrant Officer,12,"Brake Pads, Hydraulic Line",91592,5
ML-5818,EQ-1268,B05,2026-02-14,Corrective Repair,Subedar Tech,12,"Injector Nozzle, Fuel Filter",101868,1
ML-5819,EQ-1269,B07,2026-07-06,Corrective Repair,Naik Mech,4,"Radiator Core, Coolant",32261,1
ML-5820,EQ-1269,B07,2026-05-21,Routine Preventive,Subedar Tech,12,"Starter Motor, Battery",23932,1
ML-5821,EQ-1269,B07,2026-03-24,Emergency Repair,Sergeant,12,"Tire Assembly, Hub Bearing",29005,5
ML-5822,EQ-1270,B07,2026-06-21,Pre-Mission Inspection,Subedar Tech,12,"Starter Motor, Battery",14800,1
ML-5823,EQ-1270,B07,2026-04-14,Emergency Repair,Naik Mech,48,"Brake Pads, Hydraulic Line",16798,1
ML-5824,EQ-1270,B07,2026-02-08,Pre-Mission Inspection,Sergeant,12,"Alternator, Belt Drive",12364,1
ML-5825,EQ-1270,B07,2025-12-15,Oil & Filter Overhaul,Warrant Officer,4,"Injector Nozzle, Fuel Filter",13363,1
ML-5826,EQ-1271,B06,2026-05-08,Pre-Mission Inspection,Warrant Officer,16,"Brake Pads, Hydraulic Line",48140,1
ML-5827,EQ-1271,B06,2026-02-11,Corrective Repair,Havildar Tech,8,"Starter Motor, Battery",49189,5
ML-5828,EQ-1272,B04,2026-05-24,Routine Preventive,Warrant Officer,24,"Oil Filter, Gaskets",29631,1
ML-5829,EQ-1272,B04,2026-03-23,Oil & Filter Overhaul,Subedar Tech,12,"Alternator, Belt Drive",44418,1
ML-5830,EQ-1272,B04,2025-12-30,Emergency Repair,Sergeant,16,"Radiator Core, Coolant",36386,1
ML-5831,EQ-1272,B04,2025-10-15,Routine Preventive,Subedar Tech,12,"Tire Assembly, Hub Bearing",34480,1
ML-5832,EQ-1273,B08,2026-06-22,Oil & Filter Overhaul,Naik Mech,24,"Sensors, Wiring Harness",12438,1
ML-5833,EQ-1273,B08,2026-04-21,Oil & Filter Overhaul,Naik Mech,4,"Injector Nozzle, Fuel Filter",14636,1
ML-5834,EQ-1273,B08,2026-02-06,Routine Preventive,Sergeant,12,"Tire Assembly, Hub Bearing",16728,1
ML-5835,EQ-1274,B04,2026-07-03,Emergency Repair,Havildar Tech,12,"Starter Motor, Battery",26579,3
ML-5836,EQ-1274,B04,2026-05-19,Oil & Filter Overhaul,Warrant Officer,48,"Radiator Core, Coolant",31144,1
ML-5837,EQ-1274,B04,2026-03-21,Corrective Repair,Naik Mech,16,"Brake Pads, Hydraulic Line",22432,3
ML-5838,EQ-1274,B04,2026-02-12,Emergency Repair,Naik Mech,48,"Starter Motor, Battery",33270,1
ML-5839,EQ-1275,B02,2026-06-11,Pre-Mission Inspection,Subedar Tech,12,"Sensors, Wiring Harness",12082,1
ML-5840,EQ-1275,B02,2026-04-24,Routine Preventive,Warrant Officer,8,"Brake Pads, Hydraulic Line",13659,1
ML-5841,EQ-1275,B02,2026-02-11,Corrective Repair,Sergeant,6,"Sensors, Wiring Harness",11958,3
ML-5842,EQ-1276,B04,2026-05-10,Oil & Filter Overhaul,Subedar Tech,48,"Starter Motor, Battery",46230,1
ML-5843,EQ-1276,B04,2026-02-05,Corrective Repair,Sergeant,4,"Brake Pads, Hydraulic Line",48402,7
ML-5844,EQ-1276,B04,2025-11-11,Corrective Repair,Subedar Tech,48,"Starter Motor, Battery",60311,1
ML-5845,EQ-1277,B01,2026-05-07,Pre-Mission Inspection,Sergeant,8,"Starter Motor, Battery",58753,1
ML-5846,EQ-1277,B01,2026-02-19,Routine Preventive,Subedar Tech,48,"Brake Pads, Hydraulic Line",60731,1
ML-5847,EQ-1278,B06,2026-05-25,Oil & Filter Overhaul,Naik Mech,24,"Sensors, Wiring Harness",47251,1
ML-5848,EQ-1278,B06,2026-02-22,Oil & Filter Overhaul,Sergeant,12,"Brake Pads, Hydraulic Line",45917,1
ML-5849,EQ-1278,B06,2025-11-12,Oil & Filter Overhaul,Subedar Tech,16,"Injector Nozzle, Fuel Filter",66865,1
ML-5850,EQ-1279,B07,2026-05-11,Pre-Mission Inspection,Sergeant,16,"Alternator, Belt Drive",58776,1
ML-5851,EQ-1279,B07,2026-02-19,Oil & Filter Overhaul,Havildar Tech,8,"Brake Pads, Hydraulic Line",48816,1
ML-5852,EQ-1280,B03,2026-06-18,Corrective Repair,Havildar Tech,4,"Alternator, Belt Drive",13595,5
ML-5853,EQ-1280,B03,2026-04-14,Emergency Repair,Warrant Officer,24,"Sensors, Wiring Harness",12335,1
ML-5854,EQ-1280,B03,2026-02-16,Corrective Repair,Sergeant,16,"Alternator, Belt Drive",16951,5
ML-5855,EQ-1280,B03,2025-12-16,Oil & Filter Overhaul,Naik Mech,6,"Starter Motor, Battery",16155,1
ML-5856,EQ-1281,B03,2026-06-10,Emergency Repair,Havildar Tech,16,"Oil Filter, Gaskets",10815,2
ML-5857,EQ-1281,B03,2026-04-06,Pre-Mission Inspection,Sergeant,48,"Starter Motor, Battery",16859,1
ML-5858,EQ-1281,B03,2026-02-13,Routine Preventive,Warrant Officer,16,"Alternator, Belt Drive",11500,1
ML-5859,EQ-1282,B01,2026-07-08,Pre-Mission Inspection,Warrant Officer,16,"Injector Nozzle, Fuel Filter",29660,1
ML-5860,EQ-1282,B01,2026-05-21,Oil & Filter Overhaul,Subedar Tech,24,"Injector Nozzle, Fuel Filter",23350,1
ML-5861,EQ-1282,B01,2026-04-10,Routine Preventive,Havildar Tech,16,"Starter Motor, Battery",31034,1
ML-5862,EQ-1282,B01,2026-02-24,Corrective Repair,Naik Mech,4,"Brake Pads, Hydraulic Line",22419,1
ML-5863,EQ-1283,B03,2026-06-17,Emergency Repair,Warrant Officer,24,"Starter Motor, Battery",80233,3
ML-5864,EQ-1283,B03,2026-04-16,Oil & Filter Overhaul,Subedar Tech,16,"Tire Assembly, Hub Bearing",103457,1
ML-5865,EQ-1283,B03,2026-02-12,Emergency Repair,Warrant Officer,48,"Brake Pads, Hydraulic Line",90287,5
ML-5866,EQ-1283,B03,2025-12-22,Pre-Mission Inspection,Warrant Officer,12,"Brake Pads, Hydraulic Line",73557,1
ML-5867,EQ-1284,B01,2026-06-08,Oil & Filter Overhaul,Sergeant,24,"Injector Nozzle, Fuel Filter",11056,1
ML-5868,EQ-1284,B01,2026-04-15,Oil & Filter Overhaul,Subedar Tech,48,"Injector Nozzle, Fuel Filter",13783,1
ML-5869,EQ-1284,B01,2026-02-12,Emergency Repair,Warrant Officer,48,"Tire Assembly, Hub Bearing",11093,7
ML-5870,EQ-1285,B05,2026-07-02,Emergency Repair,Havildar Tech,6,"Sensors, Wiring Harness",21791,1
ML-5871,EQ-1285,B05,2026-05-06,Emergency Repair,Subedar Tech,4,"Brake Pads, Hydraulic Line",23706,7
ML-5872,EQ-1285,B05,2026-03-21,Routine Preventive,Warrant Officer,6,"Radiator Core, Coolant",31496,1
ML-5873,EQ-1285,B05,2026-02-12,Corrective Repair,Subedar Tech,24,"Starter Motor, Battery",22158,5
ML-5874,EQ-1286,B03,2026-06-04,Pre-Mission Inspection,Warrant Officer,6,"Starter Motor, Battery",14256,1
ML-5875,EQ-1286,B03,2026-04-09,Routine Preventive,Warrant Officer,16,"Injector Nozzle, Fuel Filter",13045,1
ML-5876,EQ-1287,B03,2026-05-06,Pre-Mission Inspection,Havildar Tech,12,"Oil Filter, Gaskets",54001,1
ML-5877,EQ-1287,B03,2026-02-06,Routine Preventive,Subedar Tech,8,"Oil Filter, Gaskets",53233,1
ML-5878,EQ-1287,B03,2025-11-13,Corrective Repair,Naik Mech,8,"Oil Filter, Gaskets",47687,7
ML-5879,EQ-1287,B03,2025-08-18,Corrective Repair,Warrant Officer,24,"Oil Filter, Gaskets",65198,1
ML-5880,EQ-1288,B06,2026-07-02,Corrective Repair,Sergeant,4,"Oil Filter, Gaskets",20683,7
ML-5881,EQ-1288,B06,2026-05-13,Pre-Mission Inspection,Warrant Officer,24,"Oil Filter, Gaskets",29401,1
ML-5882,EQ-1288,B06,2026-04-09,Emergency Repair,Warrant Officer,12,"Injector Nozzle, Fuel Filter",25510,7
ML-5883,EQ-1289,B01,2026-05-16,Oil & Filter Overhaul,Naik Mech,8,"Starter Motor, Battery",41954,1
ML-5884,EQ-1289,B01,2026-02-05,Routine Preventive,Havildar Tech,24,"Brake Pads, Hydraulic Line",51302,1
ML-5885,EQ-1290,B02,2026-06-24,Pre-Mission Inspection,Naik Mech,6,"Injector Nozzle, Fuel Filter",24093,1
ML-5886,EQ-1290,B02,2026-05-16,Oil & Filter Overhaul,Naik Mech,6,"Brake Pads, Hydraulic Line",30193,1
ML-5887,EQ-1290,B02,2026-04-09,Emergency Repair,Havildar Tech,24,"Tire Assembly, Hub Bearing",33308,1
ML-5888,EQ-1290,B02,2026-02-09,Pre-Mission Inspection,Warrant Officer,8,"Alternator, Belt Drive",31439,1
ML-5889,EQ-1291,B02,2026-05-30,Routine Preventive,Subedar Tech,8,"Starter Motor, Battery",46154,1
ML-5890,EQ-1291,B02,2026-03-07,Routine Preventive,Sergeant,12,"Oil Filter, Gaskets",37017,1
ML-5891,EQ-1291,B02,2025-12-29,Pre-Mission Inspection,Warrant Officer,24,"Alternator, Belt Drive",46711,1
ML-5892,EQ-1291,B02,2025-10-14,Corrective Repair,Warrant Officer,16,"Alternator, Belt Drive",39607,5
ML-5893,EQ-1292,B05,2026-06-09,Oil & Filter Overhaul,Naik Mech,16,"Radiator Core, Coolant",31224,1
ML-5894,EQ-1292,B05,2026-03-12,Emergency Repair,Havildar Tech,12,"Oil Filter, Gaskets",37552,3
ML-5895,EQ-1292,B05,2025-12-26,Emergency Repair,Havildar Tech,16,"Starter Motor, Battery",40825,7
ML-5896,EQ-1292,B05,2025-10-25,Routine Preventive,Warrant Officer,16,"Radiator Core, Coolant",34069,1
ML-5897,EQ-1293,B01,2026-07-24,Pre-Mission Inspection,Havildar Tech,48,"Radiator Core, Coolant",75833,1
ML-5898,EQ-1293,B01,2026-06-05,Pre-Mission Inspection,Warrant Officer,4,"Brake Pads, Hydraulic Line",60703,1
ML-5899,EQ-1293,B01,2026-05-22,Oil & Filter Overhaul,Sergeant,6,"Starter Motor, Battery",70126,1
ML-5900,EQ-1294,B03,2026-06-06,Oil & Filter Overhaul,Sergeant,16,"Starter Motor, Battery",73443,1
ML-5901,EQ-1294,B03,2026-04-09,Corrective Repair,Warrant Officer,24,"Radiator Core, Coolant",108877,7
ML-5902,EQ-1295,B01,2026-07-09,Oil & Filter Overhaul,Subedar Tech,16,"Tire Assembly, Hub Bearing",75178,1
ML-5903,EQ-1295,B01,2026-06-18,Oil & Filter Overhaul,Naik Mech,8,"Starter Motor, Battery",81207,1
ML-5904,EQ-1295,B01,2026-05-14,Corrective Repair,Warrant Officer,8,"Brake Pads, Hydraulic Line",60573,5
