Equipment_ID,Base,Equipment_Type,Status,Last_Service,Next_Service,Fuel_Used,Operating_Hours,Maintenance_Cost,Spare_Parts,Readiness
EQ-1005,sILIGURI,Field Diesel Generator,Operational,17-07-2026,31-08-2026,340.0,245,49400,Available,90.8
EQ-1553,Leh,Heavy Tactical Truck,operational,2026-06-14,2026-08-13,545.0,227,21500,Available,80.9
EQ-1248,DELHI, Field Diesel Generator ,Operational,2026-07-14,2026-08-28,300.0,220,51800,Available,97.0%
EQ-1843,  Jodhpur   ,Heavy Tactical Truck,Operational,2026-07-15,2026-09-13,318.0,124,"₹17,700",Available,89.1
EQ-2135,Siliguri,Field Diesel Generator,Operational,2026-06-29,2026-08-13,318.0,245,53100,,85.4
EQ-1324,Kanpur,Field Diesel Generator,Operational,2026-06-18,2026-08-02,576.0,385,62100,Available,88.4
EQ-1443,Delhi,Field Diesel Generator,Operational,2026-07-30,2026-09-13,,135,44500,Low,87.0
EQ-1296,Delhi,Armored Personnel Carrier (APC),Operational,2026-07-20,2026-10-18,833.0,160,79100,Available,84.7
EQ-1274,Delhi,Field Diesel Generator,Operational,2026-06-20,2026-08-04,358.0,260,51000,Critical Shortage,0.9460
EQ-1223,Bhopal,Artillery Tractor,Operational,2026-06-29,2026-09-12,838.0,229,60000,Available,81.3
EQ-2223,Leh,Field Diesel Generator,Operational,2026-07-28,2026-09-11,436.0,298,58200,Available,92.1
EQ-2122,Bhopal,Armored Personnel Carrier (APC),Maintenance,2026-06-13,2026-09-11,1241.0,254,163600,Available,46.5
EQ-2232,Delhi,Heavy Tactical Truck,Maintenance,25-06-2026,24-08-2026,294.0,113,24100,Low,67.9
EQ-1102,Siliguri,Artillery Tractor,operational,2026-06-23,2026-09-06,602.0,173,48000,Available,87.6
EQ-1302,Jodhpur,Heavy Tactical Truck,Operational,2026-06-15,2026-08-14,390.0,149,17200,Available,81%
EQ-1617,bHOPAL, Heavy Tactical Truck ,operational,2026-06-04,2026-08-03,453.0,179,20800,Low,99.0
EQ-1187,Jodhpur,Heavy_Tactical_Truck,Operational,25-Jun-2026,24-Aug-2026,495.0,196,21400,Available,83.8
EQ-1161,Jodhpur,Artillery Tractor,Operational,24/05/2026,07/08/2026,569.0,146,"49,900 INR",Available,86.1
EQ-1697,Jodhpur,Field Diesel Generator,Operational,2026-07-21,2026-09-04,379.0,279,"₹66,200",Low,98.9
EQ-1496,Jodhpur, Heavy Tactical Truck ,Operational,15-07-2026,13-09-2026,495.0,199,18100,Available,95.1
EQ-1782,Kanpur,Armored Personnel Carrier (APC),Operational,2026-07-31,2026-10-29,608.0,128,64800,Available,91.5%
EQ-1505,Lucknow,Artillery Tractor,Operational,2026-05-22,2026-08-05,609.0,162,Rs. 57000,Available,85.0
EQ-1207,Lucknow,Heavy Tactical Truck,Operational,2026-07-21,2026-09-19,570.0,198,17900,Available,84.6
EQ-1962,Leh,Armored Personnel Carrier (APC),Maintenance,07-20-2026,10-18-2026,1293.0,261,121200,Available,66.4
EQ-2228,Delhi,Artillery Tractor,Operational,2026-08-04,2026-10-18,635.0,187,"53,900 INR",Available,93.1
EQ-1880,Pune,Heavy_Tactical_Truck,Operational,2026-06-25,2026-08-24,572.0,228,"₹19,900",Available,80.8
EQ-1077,Pune,Armored Personnel Carrier (APC),operational,2026-05-04,2026-08-02,951.0,199,82900,Available,82.0
EQ-1216,  Bhopal   ,Field Diesel Generator,Operational,07-13-2026,08-27-2026,470.0,305,"49,400 INR",,83.8%
EQ-1132,Lucknow,Heavy Tactical Truck,Operational,2026-06-04,2026-08-03,461.0,178,19400,Available,0.9330
EQ-1490,Leh,Armored Personnel Carrier (APC),operational,2026-05-16,2026-08-14,1096.0,239,73200,Available,93.6
EQ-1818,Siliguri,Field Diesel Generator,Operational,2026-07-29,2026-09-12,436.0,313,53600,Available,83%
EQ-1126,Bhopal,Heavy Tactical Truck,Operational,2026-06-25,2026-08-24,703.0,273,24800,Low,0.8890
EQ-1038,  Bhopal   ,ARMORED PERSONNEL CARRIER (APC),Operational,2026-07-27,2026-10-25,461.0,97,59900,Available,88.6
EQ-2239,  Pune   ,Heavy Tactical Truck,Operational,2026-06-08,2026-08-07,571.0,200,21300,Available,91.8
EQ-1517,Kanpur,Heavy Tactical Truck,Operational,2026-07-03,2026-09-01,570.0,197,21900,Available,97.9
EQ-2221,Delhi,Heavy Tactical Truck,Operational,2026-06-23,2026-08-22,290.0,121,17200,Critical Shortage,93.8%
EQ-1373,jODHPUR,ARMORED PERSONNEL CARRIER (APC),Operational,2026-07-31,2026-10-29,1320.0,267,80400,Available,80.7
EQ-1593,Lucknow,Armored Personnel Carrier (APC),Operational,04-Aug-2026,02-Nov-2026,1000.0,218,Rs. 71900,Available,98.0
EQ-1347,Bhopal,Armored Personnel Carrier (APC),Maintenance,09/05/2026,07/08/2026,547.0,122,102800,Low,67.7
EQ-1414,  Delhi   ,Field Diesel Generator,Operational,2026-06-19,2026-08-03,,336,"56,000 INR",Available,98.2
EQ-1336,Bhopal,heavy tactical truck,Operational,2026-07-13,2026-09-11,466.0,168,Rs. 18300,Critical Shortage,97.6
EQ-1273,PUNE, Heavy Tactical Truck ,operational,25-Jun-2026,24-Aug-2026,559.0,227,23000,Low,93.8
EQ-2018,Kanpur,Artillery Tractor,Operational,2026-06-13,2026-08-27,568.0,170,"₹47,100",Available,85.2
EQ-1813,Jodhpur,Armored Personnel Carrier (APC),Operational,2026-07-15,2026-10-13,1411.0,267,94500,Available,97%
EQ-2096,Lucknow,Armored Personnel Carrier (APC),Operational,2026-05-18,2026-08-16,996.0,190,83900,Available,96.1%
EQ-2191,Siliguri, Field Diesel Generator ,Operational,2026-07-15,2026-08-29,368.0,266,"54,500 INR",Available,84%
EQ-1815,Pune,Field Diesel Generator,Operational,2026-07-23,2026-09-06,465.0,321,61200,Available,88.7
EQ-1080,  Delhi   ,Heavy Tactical Truck,Operational,04/08/2026,03/10/2026,211.0,85,16700,Available,93.3
EQ-2057,Delhi,Heavy Tactical Truck,Maintenance,2026-07-08,2026-09-06,443.0,173,32500,Available,51%
EQ-1662,Siliguri,Armored Personnel Carrier (APC),Operational,2026-05-21,2026-08-19,828.0,167,67700,Available,81.1
EQ-1711,Bhopal,Heavy Tactical Truck,maintenance,2026-07-22,2026-09-20,531.0,184,Rs. 30800,Available,0.6650
EQ-1803,Siliguri,Heavy Tactical Truck,operational,2026-07-04,2026-09-02,478.0,179,"20,400 INR",Available,82.4
EQ-1845,Kanpur,Heavy Tactical Truck,Operational,2026-07-19,2026-09-17,474.0,182,17800,Available,94.7
EQ-1683,Lucknow,Field Diesel Generator,Operational,01-07-2026,15-08-2026,320.0,228,Rs. 58500,Available,80%
EQ-1032,Bhopal,Armored Personnel Carrier (APC),Operational,2026-05-04,2026-08-02,1436.0,287,95700,Available,96%
EQ-1645,Leh,Artillery Tractor,operational,26/06/2026,09/09/2026,586.0,182,56200,Critical Shortage,0.9740
EQ-1932,Kanpur,Heavy Tactical Truck,Maintenance,2026-05-19,2026-07-18,,259,29400,Available,58.4
EQ-1211,Lucknow,Heavy Tactical Truck,operational,01-07-2026,30-08-2026,502.0,200,18600,Available,92%
EQ-1054,Leh,Mobile Radar Unit,Operational,2026-06-05,2026-08-04,481.0,225,132400,Low,84.7
EQ-1759,Delhi,Artillery Tractor,Operational,2026-07-01,2026-09-14,537.0,152,Rs. 50200,Available,82.7
EQ-1934,Lucknow,heavy tactical truck,Operational,2026-07-23,2026-09-21,220.0,76,17100,Available,98.9
EQ-1516,Leh, Armored Personnel Carrier (APC) ,Operational,05-25-2026,08-23-2026,1241.0,232,80300,Available,0.8350
EQ-1623,Delhi,Mobile Radar Unit,Operational,2026-07-19,2026-09-17,695.0,289,152200,Available,94.5
EQ-1021,Pune,Heavy Tactical Truck,operational,2026-07-08,2026-09-06,626.0,240,23000,Available,87.2
EQ-1592,kanpur, Field Diesel Generator ,Maintenance,2026-05-28,2026-07-12,351.0,231,94500,Available,0.6130
EQ-2184,kANPUR,Artillery Tractor,Operational,2026-06-23,2026-09-06,432.0,116,"41,900 INR",Available,84.2%
EQ-1002,Kanpur,Heavy Tactical Truck,Operational,26/07/2026,24/09/2026,482.0,168,19200,Available,95.8
EQ-1796,  Lucknow   ,Artillery Tractor,Operational,26-05-2026,09-08-2026,911.0,247,59600,Available,92.4
EQ-1832,Delhi,Mobile Radar Unit,Out of Service,01/07/2026,30/08/2026,321.0,149,"289,700 INR",Critical Shortage,22.7
EQ-1258,Delhi,HEAVY TACTICAL TRUCK,Operational,2026-06-24,2026-08-23,386.0,143,16000,Available,85.4
EQ-1944,Jodhpur, Heavy Tactical Truck ,Operational,06-27-2026,08-26-2026,461.0,170,18000,Available,82.7
EQ-1007,Kanpur,Heavy Tactical Truck,maintenance,2026-07-30,2026-09-28,658.0,246,37600,Low,45.3
EQ-2075,Bhopal,Armored_Personnel_Carrier_(APC),Operational,06-28-2026,09-26-2026,1155.0,244,87000,Low,94%
EQ-1415,BHOPAL,Tactical UAV Launcher,Operational,01-08-2026,31-08-2026,239.0,211,92000,Available,97.0
EQ-1428,Bhopal,Field Diesel Generator,Maintenance,2026-06-19,2026-08-03,393.0,301,114500,Critical Shortage,50.8%
EQ-2001,Lucknow,Armored Personnel Carrier (APC),Operational,2026-07-28,2026-10-26,1205.0,264,76400,Available,84.6
EQ-1737,Delhi,Artillery Tractor,Operational,2026-07-07,2026-09-20,716.0,207,50600,Available,95.2
EQ-1708,Kanpur,Heavy Tactical Truck,Operational,2026-07-24,2026-09-22,,253,23600,Available,98.4
EQ-1090,Kanpur,Artillery Tractor,maintenance,2026-05-20,2026-08-03,809.0,220,95700,Available,47.3
EQ-1087,Bhopal,Mobile Radar Unit,Maintenance,21-Jun-2026,20-Aug-2026,570.0,240,240800,Low,61.1
EQ-2148,PUNE,Heavy Tactical Truck,Operational,2026-07-24,2026-09-22,294.0,110,"₹15,800",Available,93.9
EQ-2188,KANPUR,HEAVY TACTICAL TRUCK,Operational,2026-06-09,2026-08-08,413.0,164,19700,Low,91.3
EQ-1798,Jodhpur,Field Diesel Generator,Maintenance,2026-07-30,2026-09-13,424.0,300,97800,Available,58.4
EQ-2086,Lucknow,Heavy Tactical Truck,Operational,2026-06-12,2026-08-11,509.0,194,19600,Available,88.3
EQ-1609,Leh,Field Diesel Generator,operational,2026-06-20,2026-08-04,233.0,153,43900,Available,95.1
EQ-1899,jodhpur,Artillery Tractor,Out of Service,2026-07-11,2026-09-24,892.0,255,156400,Available,38.7
EQ-2155,Delhi,Heavy Tactical Truck,Operational,2026-06-27,2026-08-26,611.0,248,21100,Available,88.7
EQ-1430,Jodhpur,Armored Personnel Carrier (APC),Operational,06-13-2026,09-11-2026,569.0,107,68400,Available,90.9
EQ-1534,Bhopal,Field Diesel Generator,Maintenance,22-Jun-2026,06-Aug-2026,279.0,187,84900,Critical Shortage,53.9
EQ-2140,Delhi,Armored Personnel Carrier (APC),Operational,20-Jun-2026,18-Sep-2026,1018.0,230,74000,Available,98.7
EQ-1316,Leh,Heavy_Tactical_Truck,Maintenance,2026-06-02,2026-08-01,447.0,175,"₹29,700",Available,56.2
EQ-2077,Leh,Field Diesel Generator,Out of Service,2026-07-29,2026-09-12,237.0,166,87400,Low,27.3
EQ-1130,Delhi,Armored Personnel Carrier (APC),Operational,05/07/2026,03/10/2026,765.0,169,64200,Available,80.8
EQ-2137,Pune,ARMORED PERSONNEL CARRIER (APC),Operational,2026-05-18,2026-08-16,1319.0,254,77600,Low,86%
EQ-2209,Bhopal,Heavy Tactical Truck,Operational,2026-06-27,2026-08-26,273.0,111,16200,Available,92.7
EQ-1760,Kanpur,Field_Diesel_Generator,operational,08-05-2026,09-19-2026,436.0,302,63100,Available,94.4
EQ-2043,Leh,Field Diesel Generator,Operational,2026-07-29,2026-09-12,495.0,324,68600,Available,91.3
EQ-1492,Kanpur,Artillery Tractor,Maintenance,2026-04-30,2026-07-14,994.0,268,"83,000 INR",Available,51.9
EQ-1823,Lucknow,Heavy Tactical Truck,Operational,2026-06-19,2026-08-18,766.0,278,24700,Available,96.4
EQ-1733,Bhopal,Heavy Tactical Truck,Out of Service,2026-06-20,2026-08-19,496.0,193,46000,Critical Shortage,29.2
EQ-1750,Bhopal,Heavy Tactical Truck,Operational,2026-08-05,2026-10-04,282.0,111,16100,Critical Shortage,88.8
EQ-1685,Leh,Armored Personnel Carrier (APC),Operational,2026-07-24,2026-10-22,713.0,133,72200,Available,95.9
EQ-1449,KANPUR,Field Diesel Generator,Operational,2026-07-07,2026-08-21,337.0,229,54800,Available,84.6
EQ-1462,Delhi,Heavy Tactical Truck,Operational,2026-07-09,2026-09-07,430.0,176,"19,200 INR",Available,98.1
EQ-2152,LUCKNOW, Field Diesel Generator ,Operational,2026-07-16,2026-08-30,191.0,130,47700,Available,97%
EQ-1858,Delhi,Tactical UAV Launcher,Operational,07-05-2026,08-04-2026,268.0,218,101100,Available,81.8
EQ-1767,Pune,Artillery Tractor,Maintenance,2026-06-06,2026-08-20,694.0,193,95900,Available,0.4870
EQ-1074,Pune,Heavy Tactical Truck,Operational,08-01-2026,09-30-2026,623.0,245,21500,Available,86.6
EQ-2008,Jodhpur,Artillery Tractor,Operational,2026-05-23,2026-08-06,866.0,226,57200,Available,85.8
EQ-2038,Bhopal,Artillery Tractor,Operational,05-19-2026,08-02-2026,409.0,121,Rs. 43700,Critical Shortage,84%
EQ-1106,Leh,Heavy Tactical Truck,Operational,2026-06-25,2026-08-24,527.0,193,19900,Available,87.3
EQ-1549,Delhi,Tactical UAV Launcher,Operational,28-Jul-2026,27-Aug-2026,255.0,213,"₹111,000",Available,98%
EQ-1403,Lucknow,Artillery Tractor,Operational,2026-06-01,2026-08-15,647.0,195,55600,Available,98.2
EQ-1339,  Lucknow   , Armored Personnel Carrier (APC) ,Operational,2026-07-07,2026-10-05,975.0,215,88600,Critical Shortage,95.8
EQ-1746,Bhopal,Tactical UAV Launcher,Maintenance,2026-07-26,2026-08-25,185.0,158,190400,Low,66.8
EQ-1970,Siliguri,Mobile Radar Unit,Operational,2026-07-16,2026-09-14,251.0,123,117000,Available,96.2
EQ-1277,Lucknow,ARMORED PERSONNEL CARRIER (APC),operational,2026-06-12,2026-09-10,1031.0,204,74700,Critical Shortage,83.4
EQ-2238,  Lucknow   ,Field Diesel Generator,Operational,2026-06-17,2026-08-01,345.0,226,47700,Low,93%
EQ-2088,Jodhpur,Heavy Tactical Truck,Operational,07-08-2026,09-06-2026,526.0,185,19600,Available,95.9
EQ-1749,  Leh   ,Armored Personnel Carrier (APC),Operational,06-02-2026,08-31-2026,797.0,164,69400,Critical Shortage,84.8
EQ-1546,Delhi,Armored Personnel Carrier (APC),Operational,2026-06-29,2026-09-27,709.0,155,69100,Low,94.0
EQ-1009,Delhi,Artillery Tractor,Operational,06-28-2026,09-11-2026,648.0,171,57300,Available,82.0
EQ-1035,Kanpur,ARMORED PERSONNEL CARRIER (APC),operational,2026-07-26,2026-10-24,1170.0,236,90100,Available,83.0
EQ-1348,Pune,Tactical UAV Launcher,operational,2026-07-28,2026-08-27,144.0,124,96300,Available,84.1
EQ-1463,Lucknow,ARTILLERY TRACTOR,Maintenance,2026-05-19,2026-08-02,541.0,160,86500,Low,65.4
EQ-1238,Siliguri,Field Diesel Generator,Operational,2026-07-29,2026-09-12,376.0,271,48700,Available,92.2
EQ-1158,Bhopal,Armored Personnel Carrier (APC),operational,2026-06-04,2026-09-02,1054.0,218,89200,Available,83.8%
EQ-1831,Delhi, Mobile Radar Unit ,Operational,2026-07-16,2026-09-14,258.0,127,127100,Low,80.8
EQ-1094,jodhpur,Field Diesel Generator,Operational,2026-07-28,2026-09-11,343.0,240,58200,Available,90.8
